INPUT:image_left	INPUT:image_right	INPUT:query	INPUT:source_left	INPUT:source_right	OUTPUT:result	CONFIDENCE:result	GOLDEN:result	
https://storage.mds.yandex.net/get-mturk/68142/de78bb6c-f918-4fb3-8111-bf02042eec28.png	https://storage.mds.yandex.net/get-mturk/53927/8c685101-06bc-4c0a-ac1b-2b692970045b.png	мазь вишневского	https://uplady.ru/zdorove/poleznye-sredstva/ot-chego-pomogaet-dlya-chego-primenyaetsya-maz-vishnevskogo-sostav-primenenie-analogi.html	http://boleznikogi.com/ot-chego-pomogaet-maz-vishnevskogo	snd	70.68%		
https://storage.mds.yandex.net/get-mturk/52137/bb2d9f3f-2580-4bb2-af94-617d94ab2b24.png	https://storage.mds.yandex.net/get-mturk/55848/2a135fb5-0a2f-4077-b776-80154edf6dc4.png	asus m5a78l-m lx3 обзор	https://www.citilink.ru/catalog/computers_and_notebooks/parts/motherboards/695156/obzory/	https://sidex.ru/obzor.php?id=137302	snd	72.55%		
https://storage.mds.yandex.net/get-mturk/40252/0484c549-193e-437e-88bc-5fb92cb13686.png	https://storage.mds.yandex.net/get-mturk/476213/e5cf1e5e-eff3-4ead-bee5-9bafaa3c7a31.png	почта gmail вход	http://pc4me.ru/3122.html	https://www.google.ru/mail/help/work.html	snd	95.21%		
https://storage.mds.yandex.net/get-mturk/53208/d76a9e0d-f0d2-4c18-965d-b0f297fee5c5.png	https://storage.mds.yandex.net/get-mturk/40190/f4b62983-1911-43aa-a855-7e2bcb43cb67.png	вороний холм вов	https://cata.wowroad.info/?item=32313	http://www.headwow.ru/?quest=163	snd	83.97%		
https://storage.mds.yandex.net/get-mturk/14636/a7584d64-333d-4cb6-aaf3-5a0582f6dc30.png	https://storage.mds.yandex.net/get-mturk/51636/3383c043-2859-4f33-8f59-0a1f1e05789d.png	asus m5a78l-m lx3 обзор	https://www.onlinetrade.ru/catalogue/materinskie_platy-c340/asus/fullreviews/materinskaya_plata_asus_m5a78l_m_lx3_am3_microatx-159664-r47435.html	https://www.youtube.com/watch?v=SHNhrzysfFc	snd	97.38%		
https://storage.mds.yandex.net/get-mturk/43447/90cb82de-27b4-48a6-85f0-c49c0f80695a.png	https://storage.mds.yandex.net/get-mturk/30623/701b5b66-b6a1-4e43-8e19-4863c4226bc7.png	календарь дежурств пожарной охраны 2019 год	https://fireguys.ru/grafik_karaulov/grafik-karaulov-na-2019-god-knizhnyi-format.html	https://ok.ru/firemanclub/topic/66952209847629	snd	99.04%		
https://storage.mds.yandex.net/get-mturk/27366/3458078d-4da2-4873-a779-2f2d872d6751.png	https://storage.mds.yandex.net/get-mturk/36745/c61e44fb-01b4-4383-979d-a1ab14a34fa3.png	меновазин инструкция по применению для чего применяется	https://proartrit.ru/menovazin-instruktsiya-po-primeneniyu/	https://yandex.ru/health/pills/product/menovazin-12738	fst	51.39%		
https://storage.mds.yandex.net/get-mturk/44037/505fc43f-4eac-4a0d-8348-72b15fea07a5.png	https://storage.mds.yandex.net/get-mturk/33284/5ea3287a-56bb-465f-865f-84db08e82ae4.png	инвентарь программиста 2019	http://my-it-notes.com/2019/04/programming-interview-2019/	https://videosmile.ru/lessons/read/gotovyie-sborki-kompyuterov-dlya-rabotyi-s-video-i-grafikoy-200419.html	fst	76.85%		
https://storage.mds.yandex.net/get-mturk/153360/27d4a08c-8b7c-4ae6-8ad1-e0043b826e2a.png	https://storage.mds.yandex.net/get-mturk/145915/6a814dbd-e441-4f15-8b34-2e6d6b196b3c.png	вороний холм вов	http://wow.blizzwiki.ru/index.php?title=%D0%A1%D1%83%D0%BC%D0%B5%D1%80%D0%B5%D1%87%D0%BD%D1%8B%D0%B9_%D0%BB%D0%B5%D1%81_(%D0%B4%D0%BE%D1%81%D1%82%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5)	https://tv-soyuz.ru/news/na-voroney-gore-ustanovili-krest-v-pamyat-o-vov	fst	95.80%		
https://storage.mds.yandex.net/get-mturk/64929/476349ed-710e-4cb9-80e4-7e1ad8c9e7f5.png	https://storage.mds.yandex.net/get-mturk/68142/de78bb6c-f918-4fb3-8111-bf02042eec28.png	мазь вишневского	https://medside.ru/maz-vishnevskogo	https://uplady.ru/zdorove/poleznye-sredstva/ot-chego-pomogaet-dlya-chego-primenyaetsya-maz-vishnevskogo-sostav-primenenie-analogi.html	fst	70.99%		
https://storage.mds.yandex.net/get-mturk/139042/e6da2654-dc6a-4ba1-9f91-e1f2f4bd8f7e.png	https://storage.mds.yandex.net/get-mturk/64761/0f8c3790-78e5-4bb2-9ed7-a2269198acbc.png	инвентарь программиста 2019	https://www.network-inventory-advisor.com/best-hardware-inventory-software.html	https://toster.ru/q/535674	fst	76.28%		
https://storage.mds.yandex.net/get-mturk/64113/342a791e-ff46-4b93-86b6-807f1db10863.png	https://storage.mds.yandex.net/get-mturk/243965/ceedd8c1-4a34-40d1-982e-4aeb9580b02b.png	меновазин инструкция по применению для чего применяется	https://dolgojit.net/menovazin.php	https://womanadvice.ru/ot-chego-pomogaet-menovazin-i-kak-ego-pravilno-primenyat	snd	93.65%		
https://storage.mds.yandex.net/get-mturk/55559/f0edd529-f807-4a68-b892-c5602dc86fb2.png	https://storage.mds.yandex.net/get-mturk/168599/7ed8c5b9-2ef3-4e34-9c4c-008986a68825.png	nehs d [ehufle минска	https://www.relax.by/gds/turagentstva/hurgada/minsk/	http://www.travel.otzyv.by/kurorty/hurghada/tury/	eq	71.85%		
https://storage.mds.yandex.net/get-mturk/64929/476349ed-710e-4cb9-80e4-7e1ad8c9e7f5.png	https://storage.mds.yandex.net/get-mturk/176892/d082349e-19db-4025-be4b-ce1209439877.png	мазь вишневского	https://medside.ru/maz-vishnevskogo	https://www.obozrevatel.com/health/lekarstva/maz-vishnevskogo.htm	fst	74.11%		
https://storage.mds.yandex.net/get-mturk/44037/505fc43f-4eac-4a0d-8348-72b15fea07a5.png	https://storage.mds.yandex.net/get-mturk/64929/d83b5436-8f73-416c-b56f-0083352d5f1d.png	инвентарь программиста 2019	http://my-it-notes.com/2019/04/programming-interview-2019/	https://proglib.io/p/gamedev-beginning/	fst	93.22%		
https://storage.mds.yandex.net/get-mturk/67555/1fe568fc-d08b-48d9-8f65-3a20dbb12cff.png	https://storage.mds.yandex.net/get-mturk/200217/022fb36c-2cca-45fa-bd1d-7cf9deb8d651.png	nehs d [ehufle минска	https://LeTour.by/tury-v-hurgadu.html	https://tripvariator.by/egypt/hurghada/from-minsk/	fst	91.19%		
https://storage.mds.yandex.net/get-mturk/153360/27d4a08c-8b7c-4ae6-8ad1-e0043b826e2a.png	https://storage.mds.yandex.net/get-mturk/34220/3dde56bc-4d75-41dd-baa5-e3b8b7de3f9f.png	вороний холм вов	http://wow.blizzwiki.ru/index.php?title=%D0%A1%D1%83%D0%BC%D0%B5%D1%80%D0%B5%D1%87%D0%BD%D1%8B%D0%B9_%D0%BB%D0%B5%D1%81_(%D0%B4%D0%BE%D1%81%D1%82%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5)	https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%8C%D1%8F_%D0%B3%D0%BE%D1%80%D0%B0	fst	93.79%		
https://storage.mds.yandex.net/get-mturk/23210/75a35dd8-d6a0-4125-8a74-ca4c17a75a59.png	https://storage.mds.yandex.net/get-mturk/477630/5c85a4f8-de84-4176-adf1-967d36db9e81.png	samsung galaxy watch и samsung galaxy watch active	https://lvvid.net/w/samsung+galaxy+watch+active+review	https://csvid.net/w/samsung+galaxy+watch+active	fst	94.02%		
https://storage.mds.yandex.net/get-mturk/168599/290bc4de-2804-4932-b850-3a3d70af2d89.png	https://storage.mds.yandex.net/get-mturk/204494/7244e804-f465-48ef-bad2-57e1cf249389.png	косметиста	https://kosmetista-ru.livejournal.com/	http://luckykosmetista.blogspot.com/	snd	92.70%		
https://storage.mds.yandex.net/get-mturk/33284/be8eacc5-9e81-4ee3-9be7-7a70831356c9.png	https://storage.mds.yandex.net/get-mturk/135075/786f80ca-7c73-48c3-bcbf-a85476a09c55.png	почта gmail вход	https://ru.wikipedia.org/wiki/Gmail	https://gmail.com/	snd	95.84%		
https://storage.mds.yandex.net/get-mturk/65951/4747ae14-34eb-4eb3-9a0d-3f12250a7ea3.png	https://storage.mds.yandex.net/get-mturk/40311/b56eac80-68a3-4500-8d58-22ca03cd21a5.png	nehs d [ehufle минска	https://www.tez-tour.com/region.html?regionId=5734	https://belturizm.by/poisk-tura/tury-v-egipet/khurgada/	snd	96.40%		
https://storage.mds.yandex.net/get-mturk/15206/f03c94c8-e4a9-4394-9937-123fe958cced.png	https://storage.mds.yandex.net/get-mturk/40311/090bc6f0-19fa-495a-bf1d-ad30f03bd305.png	asus m5a78l-m lx3 обзор	http://www.testfreaks.ru/motherboards/asus-m5a78l-m-lx3/	https://ru.gecid.com/news/pervyy_vzglyad_na_novye_materinskie_platy_asus_m5a78l_i_m5a78l_le_dlya_soketa_amd_am3/	snd	96.52%		
https://storage.mds.yandex.net/get-mturk/168599/290bc4de-2804-4932-b850-3a3d70af2d89.png	https://storage.mds.yandex.net/get-mturk/57289/beb3ea70-5946-4a16-8b16-b6b30bb915f1.png	косметиста	https://kosmetista-ru.livejournal.com/	https://www.facebook.com/kosmetista.ru	fst	66.68%		
https://storage.mds.yandex.net/get-mturk/10503/ac0103d9-4195-4eb0-9acf-53bcbcccf71e.png	https://storage.mds.yandex.net/get-mturk/204494/7244e804-f465-48ef-bad2-57e1cf249389.png	косметиста	https://kosmetista.ru/	http://luckykosmetista.blogspot.com/	fst	90.82%		
https://storage.mds.yandex.net/get-mturk/57610/eb2045ca-cd63-4d20-8bac-362c44bc06ba.png	https://storage.mds.yandex.net/get-mturk/40190/f4b62983-1911-43aa-a855-7e2bcb43cb67.png	вороний холм вов	https://base.opiums.eu/?object=111	http://www.headwow.ru/?quest=163	fst	98.99%		
https://storage.mds.yandex.net/get-mturk/10503/ac0103d9-4195-4eb0-9acf-53bcbcccf71e.png	https://storage.mds.yandex.net/get-mturk/168599/290bc4de-2804-4932-b850-3a3d70af2d89.png	косметиста	https://kosmetista.ru/	https://kosmetista-ru.livejournal.com/	snd	74.02%		
https://storage.mds.yandex.net/get-mturk/57610/eb2045ca-cd63-4d20-8bac-362c44bc06ba.png	https://storage.mds.yandex.net/get-mturk/898483/2e3dfcaf-9756-456d-be9e-0b0aff9aa946.png	вороний холм вов	https://base.opiums.eu/?object=111	https://cata.wowroad.info/?item=60935	snd	92.15%		
https://storage.mds.yandex.net/get-mturk/59150/bf281503-26b7-4141-8225-230f9de348a6.png	https://storage.mds.yandex.net/get-mturk/369523/57137af2-afd0-41f2-ad9f-36cc478e233a.png	мазь вишневского	https://rasteniya-lecarstvennie.ru/2795-maz-vishnevskogo-primenenie-instrukciya-po-primeneniyu-pokazaniya-protivopokazaniya.html	https://russian7.ru/post/maz-vishnevskogo-kakoy-vred-ona-mozhet/	fst	66.68%		
https://storage.mds.yandex.net/get-mturk/53208/d76a9e0d-f0d2-4c18-965d-b0f297fee5c5.png	https://storage.mds.yandex.net/get-mturk/898483/2e3dfcaf-9756-456d-be9e-0b0aff9aa946.png	вороний холм вов	https://cata.wowroad.info/?item=32313	https://cata.wowroad.info/?item=60935	eq	99.68%		
https://storage.mds.yandex.net/get-mturk/64929/476349ed-710e-4cb9-80e4-7e1ad8c9e7f5.png	https://storage.mds.yandex.net/get-mturk/59150/bf281503-26b7-4141-8225-230f9de348a6.png	мазь вишневского	https://medside.ru/maz-vishnevskogo	https://rasteniya-lecarstvennie.ru/2795-maz-vishnevskogo-primenenie-instrukciya-po-primeneniyu-pokazaniya-protivopokazaniya.html	fst	79.00%		
https://storage.mds.yandex.net/get-mturk/398779/380d6c74-8e65-4c91-99bf-1c67fb6c5581.png	https://storage.mds.yandex.net/get-mturk/25542/bb103b2b-8981-482d-b7c7-192634f94561.png	nehs d [ehufle минска	https://www.holiday.by/countries/Egypt/hurgada/tours	https://www.bgoperator.ru/price.shtml?action=price&tid=211&flt=100410000047&flt2=100510397261	snd	86.26%		
https://storage.mds.yandex.net/get-mturk/51762/e74aea81-b3ef-46fd-aae8-30ef84c4c617.png	https://storage.mds.yandex.net/get-mturk/67456/e2018061-b8c1-4e59-91b2-ed050933c7e6.png	календарь дежурств пожарной охраны 2019 год	https://pressa.tv/foto/86590-novyy-kalendar-ot-avstraliyskih-pozharnyh-na-2019-god.html	https://spravka01.ru/grafik_karaulov/	snd	90.36%		
https://storage.mds.yandex.net/get-mturk/67555/1fe568fc-d08b-48d9-8f65-3a20dbb12cff.png	https://storage.mds.yandex.net/get-mturk/168599/7ed8c5b9-2ef3-4e34-9c4c-008986a68825.png	nehs d [ehufle минска	https://LeTour.by/tury-v-hurgadu.html	http://www.travel.otzyv.by/kurorty/hurghada/tury/	fst	97.63%		
https://storage.mds.yandex.net/get-mturk/57610/eb2045ca-cd63-4d20-8bac-362c44bc06ba.png	https://storage.mds.yandex.net/get-mturk/38409/bc734dc5-37f2-48d5-bfd2-a455ba0cdd95.png	вороний холм вов	https://base.opiums.eu/?object=111	https://rp-wow.ru/events/4054.html	fst	99.55%		
https://storage.mds.yandex.net/get-mturk/176892/d082349e-19db-4025-be4b-ce1209439877.png	https://storage.mds.yandex.net/get-mturk/369523/57137af2-afd0-41f2-ad9f-36cc478e233a.png	мазь вишневского	https://www.obozrevatel.com/health/lekarstva/maz-vishnevskogo.htm	https://russian7.ru/post/maz-vishnevskogo-kakoy-vred-ona-mozhet/	fst	78.05%		
https://storage.mds.yandex.net/get-geosearch/15218/fce2e673-4e59-4d78-8ff0-163f67358f09	https://storage.mds.yandex.net/get-mturk/64007/f28948a5-26b5-4f8f-8b6a-c2364cc1d006.png	календарь дежурств пожарной охраны 2019 год	https://pikabu.ru/story/avtraliyskie_pozharnyie_vyipustili_kalendar_na_2019_6211315	https://fireguys.ru/documentation/organizacija-sluzhby/karaulnaja-sluzhba/-smena-karaulov-v-podrazdelenijah-pozharnoi-ohrany.html	fst	94.81%		
https://storage.mds.yandex.net/get-mturk/44037/a08d5e3a-5c39-4e18-8f22-e0166ebf4d66.png	https://storage.mds.yandex.net/get-mturk/39194/84fec103-0b12-4d04-9848-bd9f69fac3d0.png	Пенсионерам скидки	https://yakapitalist.ru/finansy/socialnye-lgoty-pensioneram/	https://lgotypro.ru/lgoty-pensioneram-v-jaroslavskoj-oblasti/	snd	54.90%		
https://storage.mds.yandex.net/get-mturk/67555/1fe568fc-d08b-48d9-8f65-3a20dbb12cff.png	https://storage.mds.yandex.net/get-mturk/67555/504c5c5b-ffc9-4215-9c9b-8ac9711059f7.png	nehs d [ehufle минска	https://LeTour.by/tury-v-hurgadu.html	https://www.HoliDay.by/countries/Egypt/hurgada/tours/iz-minska	snd	99.69%		
https://storage.mds.yandex.net/get-mturk/52137/bb2d9f3f-2580-4bb2-af94-617d94ab2b24.png	https://storage.mds.yandex.net/get-mturk/55848/a141d9e1-d667-41e1-a7c0-75a42f37dd5d.png	asus m5a78l-m lx3 обзор	https://www.citilink.ru/catalog/computers_and_notebooks/parts/motherboards/695156/obzory/	https://market.yandex.ru/product--materinskaia-plata-asus-m5a78l-m-lx3/7867662/spec	fst	99.72%		
https://storage.mds.yandex.net/get-mturk/66374/b5621355-b0f7-4999-a2c4-6ddb0adf5b5b.png	https://storage.mds.yandex.net/get-mturk/43447/90cb82de-27b4-48a6-85f0-c49c0f80695a.png	календарь дежурств пожарной охраны 2019 год	http://www.bezengi.ru/ru/node/312	https://fireguys.ru/grafik_karaulov/grafik-karaulov-na-2019-god-knizhnyi-format.html	snd	86.26%		
https://storage.mds.yandex.net/get-mturk/145915/6a814dbd-e441-4f15-8b34-2e6d6b196b3c.png	https://storage.mds.yandex.net/get-mturk/40190/f4b62983-1911-43aa-a855-7e2bcb43cb67.png	вороний холм вов	https://tv-soyuz.ru/news/na-voroney-gore-ustanovili-krest-v-pamyat-o-vov	http://www.headwow.ru/?quest=163	snd	97.30%		
https://storage.mds.yandex.net/get-mturk/36745/b23ce02c-258d-4a24-885b-19800e3a48a4.png	https://storage.mds.yandex.net/get-mturk/150625/2b37b810-2204-43ff-b2b4-392c566ff391.png	Пенсионерам скидки	https://yaroslavl.buranrussia.ru/pensioneram-skidka/	https://ToShop.ru/actions.aspx?Select=Pensioner	snd	98.36%		
https://storage.mds.yandex.net/get-mturk/44037/7d26e9ec-95ca-4233-a807-92608a8bcf7c.png	https://storage.mds.yandex.net/get-mturk/476213/d4959547-01a4-4b36-92fb-ff86dbe5ad6c.png	меновазин инструкция по применению для чего применяется	http://www.rigla.ru/shop/forms/menovazin/	https://medside.ru/menovazin	fst	81.03%		
https://storage.mds.yandex.net/get-mturk/36745/b23ce02c-258d-4a24-885b-19800e3a48a4.png	https://storage.mds.yandex.net/get-mturk/114967/bbf66c1f-9079-4b86-9e95-834593ee5eb4.png	Пенсионерам скидки	https://yaroslavl.buranrussia.ru/pensioneram-skidka/	https://www.sellvoyage.ru/deshevye-aviabilety-pensioneram/	snd	91.91%		
https://storage.mds.yandex.net/get-mturk/53208/d76a9e0d-f0d2-4c18-965d-b0f297fee5c5.png	https://storage.mds.yandex.net/get-mturk/22497/8545928d-8871-4bd1-a2e7-0a3d81cee17f.png	вороний холм вов	https://cata.wowroad.info/?item=32313	https://www.BiblioFond.ru/view.aspx?id=800894	snd	94.16%		
https://storage.mds.yandex.net/get-mturk/164189/b954145c-9523-4e3e-933d-ba4bda4fbcba.png	https://storage.mds.yandex.net/get-mturk/30623/701b5b66-b6a1-4e43-8e19-4863c4226bc7.png	календарь дежурств пожарной охраны 2019 год	https://namvd.ru/grafik-dezhurstv-mchs-na-god-kak-sostavit-grafik-smennosti/	https://ok.ru/firemanclub/topic/66952209847629	fst	98.47%		
https://storage.mds.yandex.net/get-mturk/52137/bb2d9f3f-2580-4bb2-af94-617d94ab2b24.png	https://storage.mds.yandex.net/get-mturk/243965/1f54c938-d682-4681-afe9-62d8cc32f4b8.png	asus m5a78l-m lx3 обзор	https://www.citilink.ru/catalog/computers_and_notebooks/parts/motherboards/695156/obzory/	https://www.onlinetrade.ru/catalogue/materinskie_platy-c340/asus/fullreviews/materinskaya_plata_asus_m5a78l_m_lx3_am3_microatx-159664-r8265.html	fst	87.32%		
https://storage.mds.yandex.net/get-mturk/59150/bf281503-26b7-4141-8225-230f9de348a6.png	https://storage.mds.yandex.net/get-mturk/55848/3ef0af4d-643f-4a89-a78f-344d310e225f.png	мазь вишневского	https://rasteniya-lecarstvennie.ru/2795-maz-vishnevskogo-primenenie-instrukciya-po-primeneniyu-pokazaniya-protivopokazaniya.html	https://oren.ru/pochemu-maz-vishnevskogo/	fst	87.40%		
https://storage.mds.yandex.net/get-mturk/53927/2e176ef5-771b-4419-a663-94ba32dc6bed.png	https://storage.mds.yandex.net/get-mturk/64007/f28948a5-26b5-4f8f-8b6a-c2364cc1d006.png	календарь дежурств пожарной охраны 2019 год	https://vk.com/topic-31039380_30240965	https://fireguys.ru/documentation/organizacija-sluzhby/karaulnaja-sluzhba/-smena-karaulov-v-podrazdelenijah-pozharnoi-ohrany.html	snd	97.29%		
https://storage.mds.yandex.net/get-mturk/204494/7244e804-f465-48ef-bad2-57e1cf249389.png	https://storage.mds.yandex.net/get-mturk/476213/665e2c09-61a7-4f9a-890a-7f40d08f7982.png	косметиста	http://luckykosmetista.blogspot.com/	http://canofwormsru.blogspot.com/2014/02/blog-post_22.html	snd	85.95%		
https://storage.mds.yandex.net/get-mturk/44037/505fc43f-4eac-4a0d-8348-72b15fea07a5.png	https://storage.mds.yandex.net/get-geosearch/15218/fce2e673-4e59-4d78-8ff0-163f67358f09	инвентарь программиста 2019	http://my-it-notes.com/2019/04/programming-interview-2019/	https://geekhacker.ru/sborka-igrovogo-pk/	fst	84.43%		
https://storage.mds.yandex.net/get-mturk/64113/342a791e-ff46-4b93-86b6-807f1db10863.png	https://storage.mds.yandex.net/get-mturk/27366/3458078d-4da2-4873-a779-2f2d872d6751.png	меновазин инструкция по применению для чего применяется	https://dolgojit.net/menovazin.php	https://proartrit.ru/menovazin-instruktsiya-po-primeneniyu/	fst	93.37%		
https://storage.mds.yandex.net/get-mturk/168599/290bc4de-2804-4932-b850-3a3d70af2d89.png	https://storage.mds.yandex.net/get-mturk/34220/c0576da7-f9a7-49f0-a721-f7e38ce0885a.png	косметиста	https://kosmetista-ru.livejournal.com/	https://irecommend.ru/users/kosmetista?page=5	fst	86.21%		
https://storage.mds.yandex.net/get-mturk/44037/7d26e9ec-95ca-4233-a807-92608a8bcf7c.png	https://storage.mds.yandex.net/get-mturk/15935/cff21d2a-96d6-48ca-a1d7-60fb1e8613aa.png	меновазин инструкция по применению для чего применяется	http://www.rigla.ru/shop/forms/menovazin/	https://simptom-lechenie.ru/menovazin-instrukciya-po-primeneniyu.html	fst	94.81%		
https://storage.mds.yandex.net/get-mturk/65951/4747ae14-34eb-4eb3-9a0d-3f12250a7ea3.png	https://storage.mds.yandex.net/get-mturk/200217/022fb36c-2cca-45fa-bd1d-7cf9deb8d651.png	nehs d [ehufle минска	https://www.tez-tour.com/region.html?regionId=5734	https://tripvariator.by/egypt/hurghada/from-minsk/	snd	100.00%	snd	
https://storage.mds.yandex.net/get-mturk/23304/b7d7c1e3-dc67-48e5-8df6-19cba37754ae.png	https://storage.mds.yandex.net/get-mturk/204494/7244e804-f465-48ef-bad2-57e1cf249389.png	косметиста	http://irecommend.ru/users/kosmetista?page=1	http://luckykosmetista.blogspot.com/	fst	54.79%		
https://storage.mds.yandex.net/get-mturk/53927/8c685101-06bc-4c0a-ac1b-2b692970045b.png	https://storage.mds.yandex.net/get-mturk/64007/1a546672-797c-4a68-a3df-6d9a88b14323.png	мазь вишневского	http://boleznikogi.com/ot-chego-pomogaet-maz-vishnevskogo	https://womane.ru/balzam-vishnevskogo-instrukciya-primeneniya-lechenie-boleznej-vospalenij-travm.html	fst	87.40%		
https://storage.mds.yandex.net/get-mturk/36745/c61e44fb-01b4-4383-979d-a1ab14a34fa3.png	https://storage.mds.yandex.net/get-mturk/15935/cff21d2a-96d6-48ca-a1d7-60fb1e8613aa.png	меновазин инструкция по применению для чего применяется	https://yandex.ru/health/pills/product/menovazin-12738	https://simptom-lechenie.ru/menovazin-instrukciya-po-primeneniyu.html	fst	87.77%		
https://storage.mds.yandex.net/get-mturk/67428/4f21d55e-cd42-4882-b567-0e01272d355c.png	https://storage.mds.yandex.net/get-mturk/44037/a08d5e3a-5c39-4e18-8f22-e0166ebf4d66.png	Пенсионерам скидки	https://npfrate.ru/knowledgebase/skidki-pensioneram.html	https://yakapitalist.ru/finansy/socialnye-lgoty-pensioneram/	snd	89.11%		
https://storage.mds.yandex.net/get-mturk/15921/f53ca806-df09-4fe2-99f4-f3902b191deb.png	https://storage.mds.yandex.net/get-mturk/36745/72561ba8-ffbc-44b6-b5e4-0e327c039cad.png	samsung galaxy watch и samsung galaxy watch active	http://www.akclip.com/clip-samsung-watch-samsung-galaxy-watch-vs-galaxy-wat_zsCVpuNPAtUQ	https://keddr.com/2019/07/v-set-slili-ofitsialnyie-renderyi-samsung-galaxy-note10-i-galaxy-watch-active-2/	fst	60.55%		
https://storage.mds.yandex.net/get-mturk/53208/d76a9e0d-f0d2-4c18-965d-b0f297fee5c5.png	https://storage.mds.yandex.net/get-mturk/34220/3dde56bc-4d75-41dd-baa5-e3b8b7de3f9f.png	вороний холм вов	https://cata.wowroad.info/?item=32313	https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%BD%D1%8C%D1%8F_%D0%B3%D0%BE%D1%80%D0%B0	fst	77.21%		
https://storage.mds.yandex.net/get-mturk/176892/d082349e-19db-4025-be4b-ce1209439877.png	https://storage.mds.yandex.net/get-mturk/64007/1a546672-797c-4a68-a3df-6d9a88b14323.png	мазь вишневского	https://www.obozrevatel.com/health/lekarstva/maz-vishnevskogo.htm	https://womane.ru/balzam-vishnevskogo-instrukciya-primeneniya-lechenie-boleznej-vospalenij-travm.html	fst	89.35%		
https://storage.mds.yandex.net/get-mturk/477630/5c85a4f8-de84-4176-adf1-967d36db9e81.png	https://storage.mds.yandex.net/get-mturk/36745/72561ba8-ffbc-44b6-b5e4-0e327c039cad.png	samsung galaxy watch и samsung galaxy watch active	https://csvid.net/w/samsung+galaxy+watch+active	https://keddr.com/2019/07/v-set-slili-ofitsialnyie-renderyi-samsung-galaxy-note10-i-galaxy-watch-active-2/	fst	79.03%		
https://storage.mds.yandex.net/get-mturk/15206/f03c94c8-e4a9-4394-9937-123fe958cced.png	https://storage.mds.yandex.net/get-mturk/14636/a7584d64-333d-4cb6-aaf3-5a0582f6dc30.png	asus m5a78l-m lx3 обзор	http://www.testfreaks.ru/motherboards/asus-m5a78l-m-lx3/	https://www.onlinetrade.ru/catalogue/materinskie_platy-c340/asus/fullreviews/materinskaya_plata_asus_m5a78l_m_lx3_am3_microatx-159664-r47435.html	fst	60.55%		
https://storage.mds.yandex.net/get-mturk/27366/3458078d-4da2-4873-a779-2f2d872d6751.png	https://storage.mds.yandex.net/get-mturk/44037/7d26e9ec-95ca-4233-a807-92608a8bcf7c.png	меновазин инструкция по применению для чего применяется	https://proartrit.ru/menovazin-instruktsiya-po-primeneniyu/	http://www.rigla.ru/shop/forms/menovazin/	fst	79.08%		
https://storage.mds.yandex.net/get-mturk/51762/e74aea81-b3ef-46fd-aae8-30ef84c4c617.png	https://storage.mds.yandex.net/get-mturk/30623/701b5b66-b6a1-4e43-8e19-4863c4226bc7.png	календарь дежурств пожарной охраны 2019 год	https://pressa.tv/foto/86590-novyy-kalendar-ot-avstraliyskih-pozharnyh-na-2019-god.html	https://ok.ru/firemanclub/topic/66952209847629	fst	60.55%		
https://storage.mds.yandex.net/get-mturk/477630/5c85a4f8-de84-4176-adf1-967d36db9e81.png	https://storage.mds.yandex.net/get-mturk/67428/f027cf89-6724-4867-b873-9d86b4c5079b.png	samsung galaxy watch и samsung galaxy watch active	https://csvid.net/w/samsung+galaxy+watch+active	https://market.yandex.ru/product--chasy-samsung-galaxy-watch-active/413265633/reviews	snd	62.03%		
https://storage.mds.yandex.net/get-mturk/168599/7ed8c5b9-2ef3-4e34-9c4c-008986a68825.png	https://storage.mds.yandex.net/get-mturk/40311/b56eac80-68a3-4500-8d58-22ca03cd21a5.png	nehs d [ehufle минска	http://www.travel.otzyv.by/kurorty/hurghada/tury/	https://belturizm.by/poisk-tura/tury-v-egipet/khurgada/	fst	95.40%		
https://storage.mds.yandex.net/get-mturk/66374/b5621355-b0f7-4999-a2c4-6ddb0adf5b5b.png	https://storage.mds.yandex.net/get-mturk/37080/61463617-bb32-4684-ba09-d386d5f05fa2.png	календарь дежурств пожарной охраны 2019 год	http://www.bezengi.ru/ru/node/312	https://fireman.club/grafik-dezhurnyx-karaulov/	snd	97.84%		
https://storage.mds.yandex.net/get-mturk/53208/d76a9e0d-f0d2-4c18-965d-b0f297fee5c5.png	https://storage.mds.yandex.net/get-mturk/57610/eb2045ca-cd63-4d20-8bac-362c44bc06ba.png	вороний холм вов	https://cata.wowroad.info/?item=32313	https://base.opiums.eu/?object=111	fst	79.89%		
https://storage.mds.yandex.net/get-mturk/64113/342a791e-ff46-4b93-86b6-807f1db10863.png	https://storage.mds.yandex.net/get-mturk/44037/7d26e9ec-95ca-4233-a807-92608a8bcf7c.png	меновазин инструкция по применению для чего применяется	https://dolgojit.net/menovazin.php	http://www.rigla.ru/shop/forms/menovazin/	fst	86.21%		
