INPUT:id	INPUT:text	OUTPUT:label	ASSIGNMENT:worker_id	ASSIGNMENT:assignment_id
73	Бюджетная психологическая помощь - онлайн. Добрый день! Я психолог-консультант и могу предложить 2 места за половину стоимости моих консультаций.  Подробнее обо мне: https://taplink.cc/cathrine.kurilenko	ad	ee856aed-77ae-4399-846c-856a1e421461	341edd91-162c-48f3-bb33-7436fe53aeb7
74	Транспортировка лежачих больных. Работаем 24/7. Осуществляем транспортировку лежачих больных по г. Иваново и области, открыты к сотрудничеству. Наш сайт https://www.ivmedtrans.com/  +7 4932 49-90-99	ban_shock_content	15c67a96-ecd7-476d-a935-ebeddaeb8fad	b2b98a7e-9e82-49f4-a7e2-9a5d36479312
74	Транспортировка лежачих больных. Работаем 24/7. Осуществляем транспортировку лежачих больных по г. Иваново и области, открыты к сотрудничеству. Наш сайт https://www.ivmedtrans.com/  +7 4932 49-90-99	ad	ec010dc8-74b7-4fc1-af6a-b809c3d0623d	8559ae4d-a7de-4dd6-bc7b-486827e69d98
74	Транспортировка лежачих больных. Работаем 24/7. Осуществляем транспортировку лежачих больных по г. Иваново и области, открыты к сотрудничеству. Наш сайт https://www.ivmedtrans.com/  +7 4932 49-90-99	ad	a2ff88e4-ff98-4373-8245-6bbe76f8edeb	1c44b806-ffd9-4ca2-b1f6-63cbe4d1cccb
75	Фискальные накопители на 15 месяцев. Фискальные накопители на 15 месяцев для всех видов онлайн-касс. В наличии! А для торговых точек на Парнасе - дополнительная скидка до 30.10.2020 года.	ban_shock_content	40d766c7-bc4e-4575-b538-4fc4fc540c21	f247eca8-9e58-40f0-ba1b-56b92bf5f477
75	Фискальные накопители на 15 месяцев. Фискальные накопители на 15 месяцев для всех видов онлайн-касс. В наличии! А для торговых точек на Парнасе - дополнительная скидка до 30.10.2020 года.	not_add	678e6deb-3275-4f08-90fc-7b963fe1ddf5	bb8483b9-07fa-4bef-b3d5-f1b65045ebe7
75	Фискальные накопители на 15 месяцев. Фискальные накопители на 15 месяцев для всех видов онлайн-касс. В наличии! А для торговых точек на Парнасе - дополнительная скидка до 30.10.2020 года.	not_ad	6c12b297-8017-4298-b903-cb37ad44844a	5553ea6d-7760-4506-9ee8-5d61ee6064e2
76	Судебное и внесудебное (упрощенное) банкротство. Помогу провести судебное и внесудебное (упрощенное) банкротство физлиц - эконом-вариант. Имеется практический опыт и результаты. тел.; 8-953-00-11-096.	not_add	9b84e191-25dc-49ae-ac5c-3007c8b46a3a	09f16c6f-d719-447c-b15e-d49074569088
76	Судебное и внесудебное (упрощенное) банкротство. Помогу провести судебное и внесудебное (упрощенное) банкротство физлиц - эконом-вариант. Имеется практический опыт и результаты. тел.; 8-953-00-11-096.	ad	79511194-77f6-4fb5-85df-e83b951d43cc	806ba39a-3075-45d5-90b1-d71a2b97dda4
76	Судебное и внесудебное (упрощенное) банкротство. Помогу провести судебное и внесудебное (упрощенное) банкротство физлиц - эконом-вариант. Имеется практический опыт и результаты. тел.; 8-953-00-11-096.	ban_shock_content	d814aa01-760a-411e-b66b-b2b8455f0ad7	b5e4ff31-acbe-40d9-98fb-702277d1b7d0
77	Купим книги 8₽/кг. На постоянной основе закупаем 📚книги, 📰журналы по высоким ценам💰 Возможен самовывоз (от 100 шт/50кг). Расчет сразу☝️ Тел.: 89041865924 (Вайбер, Вотсап)	not_ad	050feb8b-8cff-400b-9ce7-c9adcf4ed28c	4f78a7c3-3afa-45e3-a313-00abd9f9d64b
77	Купим книги 8₽/кг. На постоянной основе закупаем 📚книги, 📰журналы по высоким ценам💰 Возможен самовывоз (от 100 шт/50кг). Расчет сразу☝️ Тел.: 89041865924 (Вайбер, Вотсап)	not_add	746c5946-8095-424d-a277-3c00ba3b604a	e76508bc-51f3-4c80-ab9b-9b41d8159f15
77	Купим книги 8₽/кг. На постоянной основе закупаем 📚книги, 📰журналы по высоким ценам💰 Возможен самовывоз (от 100 шт/50кг). Расчет сразу☝️ Тел.: 89041865924 (Вайбер, Вотсап)	ban_shock_content	4d29a861-9e83-4371-9095-4e35cfcf78e7	501f7cbd-f7f6-4d88-8853-e7cb2b9b7a55
78	Копировальные работы в вашем районе!. Предоставляем услуги:  ✅ Печати документов  ✅ Печати фотографий  ✅ Сканирования  ✅ Копирования  ✅ Ламинирования  Ждем вас с 9:00 до 19:00!  тел. 89212445863	not_ad	7970523a-8fa1-4cb7-ab53-456017f07123	f271f605-1429-4b7f-a085-dac5743b3e51
78	Копировальные работы в вашем районе!. Предоставляем услуги:  ✅ Печати документов  ✅ Печати фотографий  ✅ Сканирования  ✅ Копирования  ✅ Ламинирования  Ждем вас с 9:00 до 19:00!  тел. 89212445863	ban_shock_content	62f42942-4def-4f67-8e96-2ba0d108f129	474ca1a9-1de0-4687-8532-92b0fb26ab11
78	Копировальные работы в вашем районе!. Предоставляем услуги:  ✅ Печати документов  ✅ Печати фотографий  ✅ Сканирования  ✅ Копирования  ✅ Ламинирования  Ждем вас с 9:00 до 19:00!  тел. 89212445863	ad	cd69e585-bf18-4252-95d9-bd134a1fbf88	4c553af9-794d-46c2-9a25-b50a5e2fa74d
79	"Счастливая гусиная жизнь. Гостиница Великого Устюга ""Усадьба Арлазорова"" приглашает в гости в Великий Устюг к Деду Морозу.  #усадьбаарлазорова #база  #птичник  https://www.severgrad.com/"	not_ad	7b6a3aed-e614-44f8-a81e-58f3a36c8ff6	c0cbe91b-b2d2-42aa-b79b-d1ea37965ce2
79	"Счастливая гусиная жизнь. Гостиница Великого Устюга ""Усадьба Арлазорова"" приглашает в гости в Великий Устюг к Деду Морозу.  #усадьбаарлазорова #база  #птичник  https://www.severgrad.com/"	ad	c8271227-4857-41aa-90c6-18fddb0ef141	07c81d29-5824-4e97-bcba-be33f00afa3a
79	"Счастливая гусиная жизнь. Гостиница Великого Устюга ""Усадьба Арлазорова"" приглашает в гости в Великий Устюг к Деду Морозу.  #усадьбаарлазорова #база  #птичник  https://www.severgrad.com/"	not_ad	cd945fd4-9eea-40c2-acff-71a22f5d8bd0	c96baa34-97a1-4bbd-9fd1-e7c4b10f41c2
80	"""Массаж На СУХУЮ""--Без Мазей и Масел. — Общий _Лечебный — Общий _Сегментарный — Общий _Классический — Общий _Гигиенический — Общий _Детский — Общий _Спортивный — Общий _Антицеллюлитный"	not_ad	2ddbaac0-d545-4dcb-9116-8c85cf4be001	eecc0f45-0d23-4141-817c-04e03273b667
80	"""Массаж На СУХУЮ""--Без Мазей и Масел. — Общий _Лечебный — Общий _Сегментарный — Общий _Классический — Общий _Гигиенический — Общий _Детский — Общий _Спортивный — Общий _Антицеллюлитный"	not_ad	7892fcdb-3b0a-4e80-b258-a706b1daa79a	7d50530c-468b-47d6-b098-123e54be87e0
80	"""Массаж На СУХУЮ""--Без Мазей и Масел. — Общий _Лечебный — Общий _Сегментарный — Общий _Классический — Общий _Гигиенический — Общий _Детский — Общий _Спортивный — Общий _Антицеллюлитный"	ad	ec5c6ab9-a029-4c72-ba40-0596100d3e59	d2fddf3c-ccc6-4145-bf42-3c8ad40cff45
81	"Замена стекол на Айфон от ""Мастерфон"". Рады сообщить всем соседям о наших акциях. iPhone 8 2500 р.  iPhone 8 plus 2900 р. iPhone X 6500 р.  iPhone XS 7500 р.  iPhone XR 6500 р.  iPhone XS Max 8900 р.  iPhone 11 9900 р. iPhone 11 Pro 12900 р. iPhone 11 Pro Max 13900 р"	ad	df2dff4a-1b12-4a33-952f-0a9c3fd430e4	55be0d3d-0a43-4128-8604-f22fc652c39d
81	"Замена стекол на Айфон от ""Мастерфон"". Рады сообщить всем соседям о наших акциях. iPhone 8 2500 р.  iPhone 8 plus 2900 р. iPhone X 6500 р.  iPhone XS 7500 р.  iPhone XR 6500 р.  iPhone XS Max 8900 р.  iPhone 11 9900 р. iPhone 11 Pro 12900 р. iPhone 11 Pro Max 13900 р"	ban_shock_content	7f556991-fce1-4e92-b06a-35d77de4d49c	4ff9ffef-f1e7-42d6-b6b2-c38a89115e01
81	"Замена стекол на Айфон от ""Мастерфон"". Рады сообщить всем соседям о наших акциях. iPhone 8 2500 р.  iPhone 8 plus 2900 р. iPhone X 6500 р.  iPhone XS 7500 р.  iPhone XR 6500 р.  iPhone XS Max 8900 р.  iPhone 11 9900 р. iPhone 11 Pro 12900 р. iPhone 11 Pro Max 13900 р"	not_add	0367d2b5-114e-40ee-8c53-6be433681333	1acbeb9d-5fee-4315-b994-a7411c7484f4
82	Металлические двери. Входные металлические двери в квартиру, офис или загородный дом. Качественные входные двери с 2-мя и 3-мя контурами уплотнения, тамбурные и уличные двери.	ban_shock_content	4cb08fce-f374-415a-8af9-15b911560ebd	25a37d84-f302-42e5-a8d2-4ea7fed77c61
82	Металлические двери. Входные металлические двери в квартиру, офис или загородный дом. Качественные входные двери с 2-мя и 3-мя контурами уплотнения, тамбурные и уличные двери.	ad	2b2e18b6-2f51-4735-9330-14d24788debd	8870486c-6275-418d-9375-bcfbcd626399
82	Металлические двери. Входные металлические двери в квартиру, офис или загородный дом. Качественные входные двери с 2-мя и 3-мя контурами уплотнения, тамбурные и уличные двери.	ban_shock_content	f7567d3e-6fd4-497c-9138-24254a7a85bd	06310217-6544-4b3a-9eb9-0cd9dbb1b6a5
83	Перевозка мебели и вещей.. Перевозимых мебель по Москве и МО. Разборка, сборка любой сложности. Перевозка пианино. Любая форма оплаты. Тел. 8 926 477 68 10. Подробнее на сайте http://perevozki-77.ru .	not_add	f7567d3e-6fd4-497c-9138-24254a7a85bd	5e738be1-8ba2-42a1-a631-3070fa81c69c
83	Перевозка мебели и вещей.. Перевозимых мебель по Москве и МО. Разборка, сборка любой сложности. Перевозка пианино. Любая форма оплаты. Тел. 8 926 477 68 10. Подробнее на сайте http://perevozki-77.ru .	ad	92bb6605-56cc-42ba-ae54-ec81e34bca86	400f25ea-bd56-43c0-ad20-24da68c514c8
83	Перевозка мебели и вещей.. Перевозимых мебель по Москве и МО. Разборка, сборка любой сложности. Перевозка пианино. Любая форма оплаты. Тел. 8 926 477 68 10. Подробнее на сайте http://perevozki-77.ru .	ban_shock_content	4d6bef72-9d04-4047-920a-c068cd304b81	57c961e1-8508-42a6-9f2d-54e42e98066b
84	Где заказываете крауд-ссылки?. Поделитесь, кто где заказывает крауд-ссылки. Я сейчас их покупаю на linkmake.ru, качество и стоимость устраивают более чем. Но интересно кто где еще заказывает?	not_add	eada30dd-a035-4644-b97b-0946dacef353	f0e64c29-4504-4009-8289-d4ce43c08691
84	Где заказываете крауд-ссылки?. Поделитесь, кто где заказывает крауд-ссылки. Я сейчас их покупаю на linkmake.ru, качество и стоимость устраивают более чем. Но интересно кто где еще заказывает?	ban_shock_content	0c75ab5c-a8bb-47b1-a873-809713833d77	21189fb4-d396-4bb9-b797-ea1d42e9f5e1
84	Где заказываете крауд-ссылки?. Поделитесь, кто где заказывает крауд-ссылки. Я сейчас их покупаю на linkmake.ru, качество и стоимость устраивают более чем. Но интересно кто где еще заказывает?	not_ad	15c67a96-ecd7-476d-a935-ebeddaeb8fad	23972b27-3539-4932-b067-7f43edd23d0e
85	«Чистюля». Химчистка мебели «Чистюля» – с любовью к чистоте!  Мы работаем в Подольске, Домодедово, Троицке, Видном, Чехове, Щербинке, Климовске и в округе.  https://clean-dry.ru/	not_add	dc1ccccf-df58-4f9d-b2f7-f7d7e323b711	1f3c0418-37ae-4659-b577-aad3c7dd0349
85	«Чистюля». Химчистка мебели «Чистюля» – с любовью к чистоте!  Мы работаем в Подольске, Домодедово, Троицке, Видном, Чехове, Щербинке, Климовске и в округе.  https://clean-dry.ru/	not_ad	0e22a89c-8339-4e5b-83a1-b95dddbb85dd	5bc96775-ebf0-4604-b994-8513a8fe00cd
85	«Чистюля». Химчистка мебели «Чистюля» – с любовью к чистоте!  Мы работаем в Подольске, Домодедово, Троицке, Видном, Чехове, Щербинке, Климовске и в округе.  https://clean-dry.ru/	ad	82aa09cb-603a-4a8b-a552-5862e6d85554	037e9fcb-cb2f-4ea5-89bf-0d6ea5059731
86	"Акция на вакцинацию. В сети ветеринарных клиник ""ВетГлобал"" до 12 октября 2020 года проводится акция на комплексную вакцинацию питомца - всего 1600 рублей и в подарок обрезка когтей."	ad	4968c269-e45d-4ad4-8dfb-76467367126b	0aa44618-c7be-4e5b-9613-bb3b19cf6f69
86	"Акция на вакцинацию. В сети ветеринарных клиник ""ВетГлобал"" до 12 октября 2020 года проводится акция на комплексную вакцинацию питомца - всего 1600 рублей и в подарок обрезка когтей."	ban_shock_content	eef62010-f920-4cc1-b569-174f7b421beb	4eac2fa1-7f36-431c-ac03-40e47ce611e5
86	"Акция на вакцинацию. В сети ветеринарных клиник ""ВетГлобал"" до 12 октября 2020 года проводится акция на комплексную вакцинацию питомца - всего 1600 рублей и в подарок обрезка когтей."	not_add	eeda0ff7-2818-48c9-8262-ae5954810e74	e4d62f87-3ef9-4109-86e1-7185adda4e3b
87	Приправы и специи из Краснодара. Принимаем заказы на приправы и специи производство Краснодар. В наличии более 400 наименований. Заказ будем отправлять 3 августа Все вопросы по тел. 8 960 654 88 85	ad	a5f6b459-9c05-4ab5-b778-59034cc7e40d	85b5a6c5-11e0-423f-b145-d69a33f0b2ef
87	Приправы и специи из Краснодара. Принимаем заказы на приправы и специи производство Краснодар. В наличии более 400 наименований. Заказ будем отправлять 3 августа Все вопросы по тел. 8 960 654 88 85	ban_shock_content	e3ff68f5-b939-4fbb-a4ab-ccfd3398ea4e	4bf5615a-4d83-4fa5-bfce-800c503b0a2e
87	Приправы и специи из Краснодара. Принимаем заказы на приправы и специи производство Краснодар. В наличии более 400 наименований. Заказ будем отправлять 3 августа Все вопросы по тел. 8 960 654 88 85	ad	82aa09cb-603a-4a8b-a552-5862e6d85554	778b9d77-0861-4d38-aea3-97b546a937d9
88	Кадастровые и геодезические работы. Добрый день, предлагаем услуги по регистрации недвижимости, если кто не зарегистрировал с удовольствием поможем сделать это за Вас! Работаем дистанционно.	ban_shock_content	483fe01b-ff1f-434e-83c9-0010f81fa648	57cc7d14-708f-4972-b182-899145e90e23
88	Кадастровые и геодезические работы. Добрый день, предлагаем услуги по регистрации недвижимости, если кто не зарегистрировал с удовольствием поможем сделать это за Вас! Работаем дистанционно.	ad	acb37499-a024-4965-a87f-9745c47c1e37	6c52544c-d2b7-418d-be37-0e3964c2f51a
88	Кадастровые и геодезические работы. Добрый день, предлагаем услуги по регистрации недвижимости, если кто не зарегистрировал с удовольствием поможем сделать это за Вас! Работаем дистанционно.	ad	7a28cc2a-7c43-4c6d-8eb9-49b7951d8309	23934192-bc3a-4aa9-906f-432f732a927e
89	Предлагаем Итальянские аксессуары для мужчин.. Предлагаем Итальянские аксессуары для мужчин.От известных Ювелирных брендов. Zancan, Borsari, RossoAmante. Большой ассортимент браслетов, подвесок и часов  https://steelbraslet.ru/	not_add	444cef78-0fb9-4457-a716-8e540ff8db86	270c0683-f05c-4aaa-90a9-7c49e399a23f
89	Предлагаем Итальянские аксессуары для мужчин.. Предлагаем Итальянские аксессуары для мужчин.От известных Ювелирных брендов. Zancan, Borsari, RossoAmante. Большой ассортимент браслетов, подвесок и часов  https://steelbraslet.ru/	not_add	c84175c5-95f8-4d81-a029-b02708bc464d	bc946332-f638-463d-bceb-45ead2ca3aa6
89	Предлагаем Итальянские аксессуары для мужчин.. Предлагаем Итальянские аксессуары для мужчин.От известных Ювелирных брендов. Zancan, Borsari, RossoAmante. Большой ассортимент браслетов, подвесок и часов  https://steelbraslet.ru/	not_ad	1e496f52-5183-4050-afe8-8d82e5f8d725	31a3501f-b4d5-42e0-9012-b3b8ce2823c1
90	Настройка смарт тв, спутниковое, цифровое эфирное тв!. Более 500 различных каналов в хорошем качестве и тысячи фильмов бесплатно, настройка каналов спутникового тв, установка цифрового эфирного телевидения. +7978 020 94 16	not_add	a84b0c35-785b-41dd-8712-937285700317	16593990-004d-4e63-a505-cb0112aa7ae2
90	Настройка смарт тв, спутниковое, цифровое эфирное тв!. Более 500 различных каналов в хорошем качестве и тысячи фильмов бесплатно, настройка каналов спутникового тв, установка цифрового эфирного телевидения. +7978 020 94 16	ad	cb17093e-0f17-41ec-9d82-3a1c4fe8c282	71acd4ce-b3a4-47a1-806a-ea2aded5e89b
90	Настройка смарт тв, спутниковое, цифровое эфирное тв!. Более 500 различных каналов в хорошем качестве и тысячи фильмов бесплатно, настройка каналов спутникового тв, установка цифрового эфирного телевидения. +7978 020 94 16	not_ad	87c3efde-cc7a-4258-85c3-8c2d93b5f110	9b5d61f3-2167-4238-bbfc-864806fd132d
91	Снять жилье. Гудзон хостел - это уютная и недорогая мини-гостиница с комфортабельными номерами и теплой, домашней атмосферой, которая располагается в самом сердце Волгограда!	ad	61332eba-d0d5-4385-adb3-edc27038bf68	caacaf23-f153-4971-9ac1-7c179df40399
91	Снять жилье. Гудзон хостел - это уютная и недорогая мини-гостиница с комфортабельными номерами и теплой, домашней атмосферой, которая располагается в самом сердце Волгограда!	ban_shock_content	6796d7eb-fc5c-407b-90b8-994c862a2823	adc13c43-c059-4d33-80bc-928d982e7775
91	Снять жилье. Гудзон хостел - это уютная и недорогая мини-гостиница с комфортабельными номерами и теплой, домашней атмосферой, которая располагается в самом сердце Волгограда!	not_ad	ee856aed-77ae-4399-846c-856a1e421461	69fbf944-3d13-4c22-b9b3-ad6168588f45
92	Модные бусы из натуральных камней - скидки, распродажа. Большой выбор стильных авторских украшений. Отличные идеи подарков! Сезонная распродажа, спешите купить! Цена от 450 руб. Магазин работает с 10-00 до 22-00, без выходных.	ban_shock_content	cf34af75-3423-4716-a9ed-4675761732ad	40cbee41-3107-4f0a-9850-84646f64ee7e
92	Модные бусы из натуральных камней - скидки, распродажа. Большой выбор стильных авторских украшений. Отличные идеи подарков! Сезонная распродажа, спешите купить! Цена от 450 руб. Магазин работает с 10-00 до 22-00, без выходных.	not_ad	6966b9ba-dede-44e0-a5f6-d9f1fc6634a1	ef0322ce-82e4-49d6-8588-6d7431f13b02
92	Модные бусы из натуральных камней - скидки, распродажа. Большой выбор стильных авторских украшений. Отличные идеи подарков! Сезонная распродажа, спешите купить! Цена от 450 руб. Магазин работает с 10-00 до 22-00, без выходных.	not_ad	9486f3a4-38bc-4d51-9e94-970998eb9361	31c71ee7-7f14-4c6f-ab6b-25e322352218
93	E7 SERVICE. Аксессуары для телефонов, аксессуары для компьютеров, портативная электроника, телефоны и многое другое.  Подписчикам группы скидки!!!  Наша группа вк https://vk.com/e7service	ban_shock_content	be17f65a-97ee-4a5b-b6ba-2a652de5a82b	b516325c-e09b-462e-ae2f-1486f49fb248
93	E7 SERVICE. Аксессуары для телефонов, аксессуары для компьютеров, портативная электроника, телефоны и многое другое.  Подписчикам группы скидки!!!  Наша группа вк https://vk.com/e7service	not_ad	c611cd5d-9a06-4d88-a2e4-dd8db39d22ed	55982e7a-4150-40ce-9994-e0aecc250f70
93	E7 SERVICE. Аксессуары для телефонов, аксессуары для компьютеров, портативная электроника, телефоны и многое другое.  Подписчикам группы скидки!!!  Наша группа вк https://vk.com/e7service	ad	8921a130-d81a-44b5-8741-1c22c90acfbb	6790f31a-b31f-4ce2-982b-6ad3f50a04cf
94	Монтаж-замена радиаторов отопления (батарей) 8 952 265 45 42. Монтаж радиаторов.  - Произвожу профессиональную установку радиаторов.  - Изготовление и монтаж регистров.  - Консультация выезд на объект бесплатный.  - Гарантия 5 лет	not_ad	968a8e09-107e-4ca9-a7d6-dc01230fd8b7	415d53ec-b19d-43ea-9dc1-705beb171060
94	Монтаж-замена радиаторов отопления (батарей) 8 952 265 45 42. Монтаж радиаторов.  - Произвожу профессиональную установку радиаторов.  - Изготовление и монтаж регистров.  - Консультация выезд на объект бесплатный.  - Гарантия 5 лет	not_add	67fc6f4e-455d-45cc-9929-44efe8bbe300	b5954d2c-45fa-4733-bcb6-1412eae8ccb6
94	Монтаж-замена радиаторов отопления (батарей) 8 952 265 45 42. Монтаж радиаторов.  - Произвожу профессиональную установку радиаторов.  - Изготовление и монтаж регистров.  - Консультация выезд на объект бесплатный.  - Гарантия 5 лет	ban_shock_content	7fc8e740-1c2d-4033-a912-00f559b1d00a	73ddefd2-1df6-4cf8-be56-fcd92545cab7
95	Привоз до 5 тонн.. Песок речной и карьерный, щебень все фракции, отсев щебня, керамзит до 6 кубов и др. Песок и щебень одной машиной от 1 до 3 тонн. Тел. 89085060423 Алексей. Вожу сам не диспетчер.	ban_shock_content	da614831-fbd9-4aaa-903b-72d97d5daaf7	678baa84-79d9-4088-853c-e9b72b5b2da5
95	Привоз до 5 тонн.. Песок речной и карьерный, щебень все фракции, отсев щебня, керамзит до 6 кубов и др. Песок и щебень одной машиной от 1 до 3 тонн. Тел. 89085060423 Алексей. Вожу сам не диспетчер.	not_ad	b3e92b62-be86-474d-a6cb-f71d578e4666	bad7707c-c7db-44e5-975f-ed6dba93f357
95	Привоз до 5 тонн.. Песок речной и карьерный, щебень все фракции, отсев щебня, керамзит до 6 кубов и др. Песок и щебень одной машиной от 1 до 3 тонн. Тел. 89085060423 Алексей. Вожу сам не диспетчер.	ban_shock_content	38fff4ba-c80b-4638-b0ff-778cdc4826bd	1d72b519-e066-4891-b121-50f96ab37ff9
96	Наш магазин проводит Акцию 25%. С радостью сообщаем вам, что в нашем интернет-магазине проводится акция на все насадки и адаптеры что имеются в наличии. Переходите на сайт и ознакомьтесь с каталогом.	ban_shock_content	98a66321-88a8-45ef-a4fb-592467577328	e7d6de8f-d608-42fe-bfc7-868641b28a0d
96	Наш магазин проводит Акцию 25%. С радостью сообщаем вам, что в нашем интернет-магазине проводится акция на все насадки и адаптеры что имеются в наличии. Переходите на сайт и ознакомьтесь с каталогом.	not_add	be17f65a-97ee-4a5b-b6ba-2a652de5a82b	4056e505-afb9-4e7e-abd1-b361262c1e04
96	Наш магазин проводит Акцию 25%. С радостью сообщаем вам, что в нашем интернет-магазине проводится акция на все насадки и адаптеры что имеются в наличии. Переходите на сайт и ознакомьтесь с каталогом.	not_add	6021a797-94fc-4cc2-87fb-ad0973b55275	0068a059-94bd-45f1-8939-610b4743372d
97	Алтайский мёд, разнотравье (Белокуриха). Насыщенный мёд с предгорий горного Алтая 2020 года.  Цена 500 руб./кг (возможен опт)  Банки по 500 г., цена 250 руб. за банку  Доставка по Одинцово бесплатно.  Заказ по тел. +7925-034-3202	not_ad	40d766c7-bc4e-4575-b538-4fc4fc540c21	ab9df34b-3d36-42eb-a533-717f90185426
97	Алтайский мёд, разнотравье (Белокуриха). Насыщенный мёд с предгорий горного Алтая 2020 года.  Цена 500 руб./кг (возможен опт)  Банки по 500 г., цена 250 руб. за банку  Доставка по Одинцово бесплатно.  Заказ по тел. +7925-034-3202	ad	7613f982-8d33-4e12-a57d-9a0f5736e449	10c1ea62-8c8e-43fa-995a-ae399e1d983a
97	Алтайский мёд, разнотравье (Белокуриха). Насыщенный мёд с предгорий горного Алтая 2020 года.  Цена 500 руб./кг (возможен опт)  Банки по 500 г., цена 250 руб. за банку  Доставка по Одинцово бесплатно.  Заказ по тел. +7925-034-3202	not_ad	160007ce-dfef-44a4-ba53-90e5cf48de30	82175f77-c67a-4375-88a6-cb9c67b761f9
98	"Целевая программа ""Доступное Жилье"" на покупку недвижимости.. - 25 % первоначальный взнос - рассрочка на 10 лет - нас не интересует ваша кредитная история ПРИСОЕДИНЯЙТЕСЬ! Звоните, приходите! Екатеринбург, Белинского 222, оф. 19, +7 982 668 93 74"	ban_shock_content	df2dff4a-1b12-4a33-952f-0a9c3fd430e4	091d53c5-8e24-4a34-9904-f3fa54ed3588
98	"Целевая программа ""Доступное Жилье"" на покупку недвижимости.. - 25 % первоначальный взнос - рассрочка на 10 лет - нас не интересует ваша кредитная история ПРИСОЕДИНЯЙТЕСЬ! Звоните, приходите! Екатеринбург, Белинского 222, оф. 19, +7 982 668 93 74"	not_add	dffe28de-9dea-475e-9abf-239498c78e54	db57f83a-94d1-47e8-b2c6-2b427ee1f99e
98	"Целевая программа ""Доступное Жилье"" на покупку недвижимости.. - 25 % первоначальный взнос - рассрочка на 10 лет - нас не интересует ваша кредитная история ПРИСОЕДИНЯЙТЕСЬ! Звоните, приходите! Екатеринбург, Белинского 222, оф. 19, +7 982 668 93 74"	ad	1ba3c991-0028-4551-9023-5254f7cd4406	a4cf45c8-2474-4544-a5c8-3d960e880aee
99	Грузоперевозки, переезд военных. Погрузим, отвезем Ваш груз из Таганрога и пригорода в любой город России. Машины грузоподъемностью от 2х то 20и тонн.  Оплата договорная. Полный пакет документов.   Звоните!	not_add	73e74cbf-ac21-4637-a1b7-1e430c798c0b	158fa90d-9e2d-4255-b2dc-6cf64b422c11
99	Грузоперевозки, переезд военных. Погрузим, отвезем Ваш груз из Таганрога и пригорода в любой город России. Машины грузоподъемностью от 2х то 20и тонн.  Оплата договорная. Полный пакет документов.   Звоните!	not_ad	7a53dff0-c857-424c-98c3-998e618e6705	d0f8f85d-b44f-4f1d-976d-a31b91f9cff1
99	Грузоперевозки, переезд военных. Погрузим, отвезем Ваш груз из Таганрога и пригорода в любой город России. Машины грузоподъемностью от 2х то 20и тонн.  Оплата договорная. Полный пакет документов.   Звоните!	ban_shock_content	9b9b91f1-f470-47c2-8247-3c333a7203be	9ebfab52-3cc4-40ad-a74e-6ddd89aca335
100	Сделка рядом. Выкуп часов в Москве по хорошим ценам. Максимально близкая предварительная оценка без завышения предложения. Просто отправьте ваши часы на популярные мессенджеры +79856681111.	not_add	32ed4a29-69c8-4154-bc74-7540f8697a11	aa1a8e9b-5ef1-4091-80c9-f15f1759468b
100	Сделка рядом. Выкуп часов в Москве по хорошим ценам. Максимально близкая предварительная оценка без завышения предложения. Просто отправьте ваши часы на популярные мессенджеры +79856681111.	not_ad	3856c72a-aed2-4ae6-b9b1-4922cd56c2de	9c1dbf52-81af-4aa4-8ee7-a57e3f59b10e
100	Сделка рядом. Выкуп часов в Москве по хорошим ценам. Максимально близкая предварительная оценка без завышения предложения. Просто отправьте ваши часы на популярные мессенджеры +79856681111.	not_ad	552145ee-8649-46d4-9e1e-63296420ae40	594cb6e7-d148-48d0-8b6a-94e6038a993c
101	ПОВЕРКА СЧЁТЧИКОВ. Аккредитованная организация проведет поверку счётчиков воды в удобное для Вас время. Выдаём все необходимые документы для УК, ТСЖ и Водоканала. Все вопросы по тел. 8 968 203 39 08.	not_ad	0bdc0f71-2d33-4dba-a3f1-f5a96d7af732	8e1034d4-6d13-41a4-8a02-5ef6d11a1c03
101	ПОВЕРКА СЧЁТЧИКОВ. Аккредитованная организация проведет поверку счётчиков воды в удобное для Вас время. Выдаём все необходимые документы для УК, ТСЖ и Водоканала. Все вопросы по тел. 8 968 203 39 08.	ad	73e74cbf-ac21-4637-a1b7-1e430c798c0b	8a020d67-47b2-401f-8f46-97e10ef31d16
101	ПОВЕРКА СЧЁТЧИКОВ. Аккредитованная организация проведет поверку счётчиков воды в удобное для Вас время. Выдаём все необходимые документы для УК, ТСЖ и Водоканала. Все вопросы по тел. 8 968 203 39 08.	not_add	fa1320fa-d4d3-4001-a263-e9b881e50873	83adac76-0f28-4cc7-b4bf-932591faae1b
102	Бытовые услуги. Компания ВАСКА ПРО предлагает мелкие бытовые услуги по ремонту мелкой бытовой техники и электроники - Кухонная техника, парикмахерский инструмент, портативная электроника.	not_ad	7b6a3aed-e614-44f8-a81e-58f3a36c8ff6	c408cb58-ad46-4f68-9c28-e0724e1ce2be
102	Бытовые услуги. Компания ВАСКА ПРО предлагает мелкие бытовые услуги по ремонту мелкой бытовой техники и электроники - Кухонная техника, парикмахерский инструмент, портативная электроника.	ad	37831c11-0a60-4d6c-9ac7-e045696662fe	4b7b9fb6-a706-4872-98f5-92bd70c6bdf0
